olympia_gateway_id,olympia_address,babylon_address,first_seen_at_olympia_state_version,supply_fixed,initial_babylon_name,initial_babylon_symbol,initial_babylon_description,initial_babylon_supply
719,c2xrd02_rr1qv6ly4kxexya7nvcnggc34jdhtxntdqu57hdg2tffp2s679z0n,"",210886381,f,XRD LP token for CaviarSwap V2 pool: C2XRD02,c2xrd02,CaviarSwap liquidity provider share for the token xrd_rr1qy5wfsfh in pool: C2XRD02,10000000000000000000000000000000000000000
720,c2xrd03_rr1q0fmux73pk855kf64tuqcj057a6l5qv5f89ywvs7upgs2p6der,"",210984934,f,XRD LP token for CaviarSwap V2 pool: C2XRD03,c2xrd03,CaviarSwap liquidity provider share for the token xrd_rr1qy5wfsfh in pool: C2XRD03,10000000000000000000000000000000000000000
721,c2xrd04_rr1qw8cjf9dx0ke2qhg27kqdneln2rmkg2200kgvmd0eyvqkgxk85,"",211031675,f,XRD LP token for CaviarSwap V2 pool: C2XRD04,c2xrd04,CaviarSwap liquidity provider share for the token xrd_rr1qy5wfsfh in pool: C2XRD04,10000000000000000000000000000000000000000
722,cosx_rr1qda03awdurc9xknevx74p6kdttm7dkvnz56zmagwjxkqtu0r3k,"",211062669,t,CosmosX,cosx,Cosmos of radix where scryptonauts share thoughts.,490000000000000000000000000
723,c2xrd05_rr1qwwvd2wqnj5vlt3n4g3y8g0tkcgxu09q8aq56g42yleq6rucjp,"",211269956,f,XRD LP token for CaviarSwap V2 pool: C2XRD05,c2xrd05,CaviarSwap liquidity provider share for the token xrd_rr1qy5wfsfh in pool: C2XRD05,10000000000000000000000000000000000000000
724,c2dgc_rr1qdhse5wntcunqfy9dxyum0fd9dngszm6z3nk366j3kpqrlkxr5,"",211324502,f,DGC LP token for CaviarSwap V2 pool: C2DGC,c2dgc,CaviarSwap liquidity provider share for the token dgc_rr1qvnre767vp607yr9pqzqhlprg72q2ny5pj4agn53k0pqy6huxw in pool: C2DGC,10000000000000000000000000000000000000000
725,c2foton_rr1qvhwh62w23zjydvspac2r992jz763vftvaw9f4z6vc3qky24nd,"",211331270,f,FOTON LP token for CaviarSwap V2 pool: C2FOTON,c2foton,CaviarSwap liquidity provider share for the token foton_rr1qwsqw647kcykj562vzvgekfqthjyt4txmqljqv90mp6s74glca in pool: C2FOTON,10000000000000000000000000000000000000000
726,c2ida_rr1qv356p679as6dutmv2zr2cdnsxmtq5gp5nc25fgly60qtmsx6h,"",211331933,f,IDA LP token for CaviarSwap V2 pool: C2IDA,c2ida,CaviarSwap liquidity provider share for the token ida_rr1q02f7qtfpaf0r2wgwuhqjnvpvxr8d6qu2ttef7hdjadq42ucqf in pool: C2IDA,10000000000000000000000000000000000000000
727,c2rds_rr1q0k5q88w502z8x5czhvc3j97sx8wm0httxanc8afdq7s6v4zhn,"",211332746,f,RDS LP token for CaviarSwap V2 pool: C2RDS,c2rds,CaviarSwap liquidity provider share for the token rds_rr1q09zzg0pmjtntq09gxxnqq8hl68rajpy8jhesl9ve3cq2f4nrh in pool: C2RDS,10000000000000000000000000000000000000000
728,c2xrd06_rr1qd0llun9c79x8twyh9xd4tskdsejm8zd5lz7upwkccnsz3lfpv,"",211347242,f,XRD LP token for CaviarSwap V2 pool: C2XRD06,c2xrd06,CaviarSwap liquidity provider share for the token xrd_rr1qy5wfsfh in pool: C2XRD06,10000000000000000000000000000000000000000
729,bbct1of1_rr1q0w5v5n3ckuz824u22wnvp7awjz9d9ymz68nr5mkyj3q0ayscv,"",211383100,t,Bobcat Custom,bbct1of1,Custom 1 of 1 Bobcats created by Lynx Bobcat,100000000000000000000
730,c2xrd07_rr1qdu0d3x7plakl0trn5gfm9q9zgw3fu683amapdx60aeqsjhtlp,"",211591645,f,XRD LP token for CaviarSwap V2 pool: C2XRD07,c2xrd07,CaviarSwap liquidity provider share for the token xrd_rr1qy5wfsfh in pool: C2XRD07,10000000000000000000000000000000000000000
731,c2xrd08_rr1q065a3hadedhp3zq485d4n64x30wl3mte3dkxvuypj5sw0a3fk,"",211592985,f,XRD LP token for CaviarSwap V2 pool: C2XRD08,c2xrd08,CaviarSwap liquidity provider share for the token xrd_rr1qy5wfsfh in pool: C2XRD08,10000000000000000000000000000000000000000
732,pgs_rr1qweldyejjndaxp3jjt3zmfnftaufe90a84c7yeuv6zpqud4wnt,"",213573153,t,RadixPlanet Genesis Supporter,pgs,"Token created by RadixPlanet.com for RadixPlanet genisis supporters, to be rplaced by a badge after Babylon",5000000000000000000
733,pest_rr1q0a265fp3vd4xt9z9vk7tguq42z23f5kznzryv2gykxskr2q0m,"",213574758,t,RadixPlanet Early Supporter (Trader),pest,"Token created by RadixPlanet.com for RadixPlanet early supporters (traders), to be rplaced by a badge after Babylon",70000000000000000000
734,pess_rr1qvalz8d5d34fermm2umnxv4e8uuemsnv3n6v3j0w3klqv4fwjm,"",213575623,t,RadixPlanet Early Supporter (Staker),pess,"Token created by RadixPlanet.com for RadixPlanet early supporters (stakers), to be rplaced by a badge after Babylon",44000000000000000000
735,pelp_rr1qvu8hyyy73jguz4zpw467ejv955p732qjr6alz7qndks0rzgqg,"",213585011,t,RadixPlanet Early Liquidity Provider,pelp,"Token created by RadixPlanet.com for RadixPlanet early liquidity providers, to be replaced by a badge after Babylon",12000000000000000000
736,pa_rr1qwe8n0qanl2z232kkc26jwqras5cnp3x4ame3wkgsjzssgmdhu,"",213587154,f,RadixPlanet Ambassador,pa,"Token created by RadixPlanet.com for RadixPlanet Ambassadors, to be replaced by a badge after Babylon",1000000000000000000
737,lptest_rr1q079nvaavmtw5l20h9chayu3nvr48rtx7xynld83jh7qunleju,"",213685376,t,DefiPlaza Test LP Token,lptest,Test LP token for DefiPlaza,1000000000000000000000000000000
738,rado_rr1q0uyc6u50jwhf028rqjm040mqg4kskk95x9ygc68hw8q9n4x52,"",214210691,t,RADORABLES,rado,"RADORABLES by Vinny - a collection of 10,000 hand drawn NFTs on Radix",10000000000000000000000
739,c2planet_rr1qdxksfel4wcjnzs7ragmkvkr8kkxfdmy6xecjhyw6s5qweytf2,"",214808721,f,PLANET LP token for CaviarSwap V2 pool: C2PLANET,c2planet,CaviarSwap liquidity provider share for the token planet_rr1qv69lwksa7hc4g5ygfsf00mhhxuyr23atqxx0ergyk3qgv0gd8 in pool: C2PLANET,10000000000000000000000000000000000000000
740,c2xrd09_rr1qva9p6973pez3qry4zh8eyjspvk3v0a2rzatuyf5le7sjeumcd,"",214820984,f,XRD LP token for CaviarSwap V2 pool: C2XRD09,c2xrd09,CaviarSwap liquidity provider share for the token xrd_rr1qy5wfsfh in pool: C2XRD09,10000000000000000000000000000000000000000
741,oci43v0_rr1qd6duvsqjzqqpq94jt29natwahgnr5wpnvfxdtl60hgqu4ypzd,"",214942513,f,Ociswap LP 43 RDT/XRD V0,oci43v0,Ociswap liquidity provider share for pool RDT/XRD,549687251787879375014073
742,shrt_rr1qw6v2wwsurkezvlgj9vcgmm8gkc93r77lrxk88dd36hs5vl7w8,"",215098145,t,TShirt,shrt,Looks like someone wins a T-Shirt !,10000000000000000000000
743,pen_rr1qw72tzycsv6uhc606dusyaf3h7gajr04m2ew93u2755qm36vkf,"",215099912,t,PEN,pen,Looks like someone wins a PEN !,10000000000000000000000
744,note_rr1qvflsdv3f9835wal2wmq55yay6cjr0wwaucleyuxwzysfvaens,"",215100510,t,NotePad,note,Looks like someone wins a NotePad !,10000000000000000000000
745,kchn_rr1q0s664dwg6txew9ml5dqvxw9kdfn6kz6cqz09f8tnwsqgn422h,"",215101091,t,Keychain,kchn,Looks like someone won a KeyChain !,10000000000000000000000
746,lptest2_rr1qv5wy4xksu39swmyfv3hx8nrlpys439u6evefyykmr6q87vu8x,"",215295779,t,DefiPlaza LP Test Token 2,lptest2,"",1000000000000000000000000000000
747,cgc_rr1q0v3e6ymf05wc06e5qe95zqxm0rwkrzrhftfautce8psmqx5zt,"",215562869,t,ChatBite Gentlemen's Club,cgc,You've been chabited - Welcome to the ultra selective Chatbite Gentleman's Club,100000000000000000000
748,ron2dlt_rr1q09q03zfq23pymdv0wmjy92dharp8ckvd5c6sxtvyjpq356dlt,"",217429585,t,Implementing~DLT,ron2dlt,The project's road map is to make DLT known and help its implementation in the financial system,100000000000000000000000
749,bco_rr1qvj3lamrjp47tnvapdyunuj62l8x3y7q3hq5ahwpxuzqf9uw0h,"",217542097,t,Battle Cards Online,bco,The in-game currency and ecosystem utility token for Battle Cards Online.,1000000000000000000000000000
750,ars_rr1qd9ezh2xsfcndj99vvdp3qavatnepzg7z22w8cvy8h6s8llrlk,"",218043708,t,Archus,ars,Archus is the ultimate destination for gamers,1000000000000000000000000000
751,farbonft_rr1qw747gkptmvnhlfkwsxhzw7ajrs3rmwndkpz0wvzy6fswpn5w7,"",218098420,t,FarboNFT,farbonft,Token for the Farbo World NFT collection,36000000000000000000000
752,starman_rr1qwx6uxf6cjqwwpsa7fyur0vs33jettn4a79c8ff323ps9set84,"",220374995,t,Star Sailors Nation,starman,Star Sailors Nation is an NFT collection of 7222 unique Astronaut characters on the Radix Network. Created by the SingularityX team.,7222000000000000000000
753,oci44v0_rr1qdu4lns36ltu5p0j5f33n82d7q7fsj9r4e7j6xa22k2srflk8d,"",220967028,f,Ociswap LP 44 IPT/XRD V0,oci44v0,Ociswap liquidity provider share for pool IPT/XRD,21814534072336357068588
754,gp_rr1qvy6lu336ttqm2ggqsr76tlfcu6xzrmmnjjhetff49hqekppd0,"",222517466,t,Genesis Pixels,gp,A collection of 244 Genesis Pixels on the RadixDLT. The goal is to take you from the smallest amount of wealth to the largest.,244000000000000000000
755,fot_rr1qd027huwz6uqfpmmpufzht6selct6s087wd6zfkarl4sykn9pq,"",222793766,t,FotDix,fot,FotDix is a data collection tool that aims to build the worlds most comprehensive financial database through crowd sourced expertise.,50000000000000000000000000
756,c2crew_rr1qdsyfj6guwqqh4zfgl5ve9h7pd8kygsz4d4v3xeqy47qup5hs8,"",223648416,f,CREW LP token for CaviarSwap V2 pool: C2CREW,c2crew,CaviarSwap liquidity provider share for the token crew_rr1qdvqylly2ga0rpsc6fv03a2mdqp89z4xev3s0mef576systzyx in pool: C2CREW,10000000000000000000000000000000000000000
757,c2xrd10_rr1q0kqnl9ute9vsg7ues4mmh3cfq8p6jcaf6uj67a0wkcqlxy7jn,"",223651009,f,XRD LP token for CaviarSwap V2 pool: C2XRD10,c2xrd10,CaviarSwap liquidity provider share for the token xrd_rr1qy5wfsfh in pool: C2XRD10,10000000000000000000000000000000000000000
758,bbc_rr1qd2dyva2r7ew2ugmd0kc7qrnq8ttnshyxw3n4fqx4v6q52lzd3,"",223871462,t,Babylon Carnival,bbc,Babylon Carnival is a collection of 10.000 NFTs inspired by the Brazilian Carnival. A real carnival of prizes for project holders.,10000000000000000000000
759,scam_rr1qvytg2he72vmucmsvgf8z36gsxx7l9n7ady9990qcq9sh7m0z8,"",225163340,t,SCAMCOIN,scam,Low-grade meme token. Potential rug pull. Legitimate scam.,10000000000000000000000000000
760,rio_rr1q0rce4xg2fkjhsvt96hpmqcek09ertymucmmy7rew2jsfv2jr5,"",227766571,t,Rio,rio,RIO is the native currency of Babylon Carnival.,10000000000000000000000000
761,lpxrddfp2_rr1qvr2hq6s6r9tqzyez5c79q6kcvk2z0yxgkqzgecqjg4q3dx9s7,"",227849961,t,XRD LP token for XRD/DFP2 Pair on DefiPlaza,lpxrddfp2,This LP token represents your share of the XRD liquidity of the lpxrddfp2/DFP2 Pair on DefiPlaza's cDEX.,1000000000000000000000000000000
762,lpastrldfp2_rr1qwggkgeqdsh2tz9whwycx2nxag6ss8md5uj88kmnggpq4ys0d5,"",227850809,t,ASTRL LP token for ASTRL/DFP2 Pair on DefiPlaza,lpastrldfp2,This LP token represents your share of the ASTRL liquidity of the lpastrldfp2/DFP2 Pair on DefiPlaza's cDEX.,1000000000000000000000000000000
763,lpocidfp2_rr1qv0k9558kalyhc0ngh705ntql0w39z4ztdda4agqp58qekmt0m,"",227851549,t,OCI LP token for OCI/DFP2 Pair on DefiPlaza,lpocidfp2,This LP token represents your share of the OCI liquidity of the OCI/DFP2 Pair on DefiPlaza's cDEX.,1000000000000000000000000000000
764,lpfloopdfp2_rr1qv9rn892vw5mehgxfkqwjdzcmt5mzlvzkvx7sjhkfwfszw6ktq,"",227852500,t,FLOOP LP token for FLOOP/DFP2 Pair on DefiPlaza,lpfloopdfp2,This LP token represents your share of the FLOOP liquidity of the FLOOP/DFP2 Pair on DefiPlaza's cDEX.,1000000000000000000000000000000
765,lpdfp2floop_rr1qve9r3nluul8xnxxwdw0zg0mxcm74zsx30wh3g6d5vfsjaf9q7,"",227852538,t,DFP2 LP token for FLOOP/DFP2 Pair on DefiPlaza,lpdfp2floop,This LP token represents your share of the DFP2 liquidity of the FLOOP/DFP2 Pair on DefiPlaza's cDEX.,1000000000000000000000000000000
766,lpdfp2oci_rr1qdh3c7skz70je3h67vzxvlpfxqnqcdkr4gfu9kdjpclqj0ud7c,"",227856434,t,DFP2 LP token for OCI/DFP2 Pair on DefiPlaza,lpdfp2oci,This LP token represents your share of the DFP2 liquidity of the OCI/DFP2 Pair on DefiPlaza's cDEX.,1000000000000000000000000000000
767,lpdfp2astrl_rr1qvtzg3eladwmglqfwnnefg8lqrhul58tkv2852666mzqqylaqc,"",227856512,t,DFP2 LP token for ASTRL/DFP2 Pair on DefiPlaza,lpdfp2astrl,This LP token represents your share of the DFP2 liquidity of the ASTRL/DFP2 Pair on DefiPlaza's cDEX.,1000000000000000000000000000000
768,lpdfp2xrd_rr1qdf2uq27wlszjkl39vz7yuh5jct2st2sa4ty0e5lkx5sjqwqym,"",227856556,t,DFP2 LP token for XRD/DFP2 Pair on DefiPlaza,lpdfp2xrd,This LP token represents your share of the DFP2 liquidity of the XRD/DFP2 Pair on DefiPlaza's cDEX.,1000000000000000000000000000000
769,fiat_rr1qd5zdajxrnkg37dj3dqtte37h5urlaln8cyjtmwcckeqaf40ne,"",230319163,t,FiatFighterz,fiat,"FiatFighterz is a free-to-play, massively multiplayer, “bullet hell,” RPG that throws your character into the thick of the fight in a world overwhelmed by the Fiat King and his minions. ",300000000000000000000000
770,grta_rr1qwunmtemqvjumpg6a7jpn435yksj37rsjnwjax6vj0xs0wkgj8,"",230351672,t,GRt,grta,minions.,200000000000000000000000
771,fiat_rr1qwyff02pudvyanj346h47h8jekajzqzaqmsrwvgx6qfqasg4fv,"",230352349,t,FIAT,fiat,"FiatFighterz is a free-to-play, massively multiplayer, “bullet hell,” RPG that throws your character into the thick of the fight in a world overwhelmed by the Fiat King and his minions.",300000000000000000000000
772,slug_rr1qdmtddwfkxdslna4h54s3rcmgmwx4ljnmuhq7dewuprsws499z,"",232489470,t,Scrypto Slugs,slug,13579 randomly generated Scrypto Slugs.  First free mint NFT project on the Radixdlt network.,13579000000000000000000
773,blazak_rr1qvvwepyca3anct4uz3dpyuffv0fwruq4d2rde4jy8p9spjy8ln,"",233363012,f,BlAzAk,blazak,Personal token by Cédric,999999999999654422000000000000000100
774,cedric_rr1q0uc4hpl478kz05f9zekmamlpdqryzjl2ht2xxvl0qks6p7q2d,"",234234898,t,Cédric,cedric,My personal token,1000000000000000000000000
775,wepass_rr1q059merzd5z4pcwh0e8c0gu2tm4h3smndyth5ygs73gsrs367l,"",235956065,t,WePass™ (Standard),wepass,Enter the wonderland with WePass™ Standard Edition. Exclusive benefits are available throughout ownership.,10000000000000000000000
776,gumshoe_rr1qd0hjz3am3ucl8x8lqhz05qpnjc83uh48t27uycemzwszs965k,"",237730614,t,🕵️,gumshoe,"From the moment that we met \ It's been obvious to me that you're adept \ At finding answers to hard questions \ Frankly, you were born to lead your own detective agency",1
777,nip_rr1qw6wzu0c6fc8v5jdggt974r2xul5d3z90nfhsakxuq4qjqwnxj,"",238375050,t,Catnip,nip,The official coin for Mutant Cat Society,1000000000000000000000000
778,crumb_rr1qdm23pe0gwdr33kwj3ntfne4l2thzlu3ale4cx8zj9lscy926f,"",239212545,t,CRUMBS,crumb,The governance token for the Frens of the Crumbs.,1000000000000000000000000000
779,tst2_rr1qvh93mzymv3pfsgd7lkfnw9sxejzaq9pdyz4rynqqvssvh408d,"",240171947,t,Test,tst2,Test Cédric,1000000000000000000000
780,exmpl_rr1q0huu3jcn3xncm86m5n0p7kyf35xhde0q70pzg3mnpsqe5hk3x,"",240214908,f,My new token,exmpl,This is a token for example,999995432000000000000000000
781,buds_rr1qvn0uyc05prgrvke0n5wkex0tjx02g0x2kf978r832aqdyts6x,"",241869354,t,Radix Buds,buds,NFT project created by BUDs of the $THC Secret Society ,420000000000000000000
782,c2wbtc_rr1q09f0vk7hgfrkz2a8n7la47scauk9tsvsqdaq2mdpcss9y0u5a,"",242596639,f,WBTC LP token for CaviarSwap V2 pool: C2WBTC,c2wbtc,CaviarSwap liquidity provider share for the token wbtc_rr1qvc2wad82ezjpf8kcxwpcc3g7pdp4ccg63yjyf7mqklsjlk8l0 in pool: C2WBTC,10000000000000000000000000000000000000000
783,c2xrd11_rr1qdzmgh7e8ys94uy9fcu0l27y668c4tanqzlzrwy3msxsa49975,"",242598593,f,XRD LP token for CaviarSwap V2 pool: C2XRD11,c2xrd11,CaviarSwap liquidity provider share for the token xrd_rr1qy5wfsfh in pool: C2XRD11,10000000000000000000000000000000000000000
784,crazy_rr1qwl7yxh8wlcrunuv54scapgvf7njs8zuzq2shvxwmxcq440tfp,"",242818286,t,CRAZY FEBRUARY,crazy,Introducing the crazy february. For each RadFam NFT purchase you will get a price. It's limited to 100 NFTs,100000000000000000000
785,jjba_rr1qvqsrrv5h2n0f5w5x84kpev5yvjjg9pguz8kuav2j0wqcvp0vs,"",243510345,t,JoJoCoin,jjba,"for fans of jojo and radix. if you get this coin, send some dust with a message back saying who's your favorite jojo (and you will receive good luck)",98765420000000000000000000
786,drala_rr1qvk38w59ka4n0t2dyvgm03nnn58lexu03yt2xfmefjsqrgr0f6,"",243570703,t,Drala,drala,"Reservation token for The Zazz Paradox: ""Shapeshifters of Drala"" ",1111000000000000000000
787,synth_rr1qwmln0mwtvnu6g5gumrp2qmzvj3wpw370antmvt3kpxsg3cn9x,"",243572153,t,Absynthe,synth, The Zazz Paradox: Rare Absynthe,1111000000000000000000
788,zazz_rr1q0mhsf3mwvs8h08rw7ykvh8vkqcqdgzl3tednnjylwtsekz9df,"",243577816,t,The Zazz Paradox,zazz, The Zazz Paradox community coin,21000000000000000000000000
789,jojo_rr1qwrtm2qj8rq2m0cem9yatrlnfe4df0hvjks9ea22g69qej90vt,"",243898576,t,JoJo Coin,jojo,a coin for fans of radix and jojo's bizarre adventure. holding it in any quantity is good luck,88000000000000000000000000
790,cnft_rr1qd5cznk4zyr6k9ukm463zs5c9qtyqqq7lfkeduxqdwrsz080xy,"",244182668,t,CerbyNFT,cnft,The token for Cerby NFT,2400000000000000000000
791,rlt_rr1qvrpjvt765tkq5n9tgxe66w4mnwuqh72gfuk3f9yjv3qjnwspt,"",244543355,t,Rad,rlt,Community token because Radix is rad! Rad as in cool and rad as in radical technology that is going to change the world!!,1000000000000000000000000000
792,ishtar_rr1q0ctngkv834dc88w9jymwg8hquek8ywawyu5fla29mvszrqgwa,"",245021990,t,Ishtar Token,ishtar,A highly desirable token of the Goddess of Mesopotamia. Her value is driven by those who appreciate her cultural and historical significance. Ishtar has the power to bestow and revoke. ,6000000000000000000000000000
793,dgnz_rr1qdjqnsj5mckntxzp3t9sqwcx4rjznfxzycmpvh2grqhqh6n5rt,"",245463810,t,Draginz,dgnz,"Fuk ya all humanz, itz uz Draginz!",1234000000000000000000
794,oci45v0_rr1q0f0smdm2a98zd2wntw0dvec6amnuxug36qvq77jrqgst4wxe7,"",246294385,f,Ociswap LP 45 CMON/XRD V0,oci45v0,Ociswap liquidity provider share for pool CMON/XRD,1813875473225825219404
795,c2xrd12_rr1qvmjel6nr0s6q34hslupcvqk8duqm606d4a4dtqeks0q7a6f4w,"",247341579,f,XRD LP token for CaviarSwap V2 pool: C2XRD12,c2xrd12,CaviarSwap liquidity provider share for the token xrd_rr1qy5wfsfh in pool: C2XRD12,10000000000000000000000000000000000000000
796,prjct_rr1q0767m9ft8fltdl9atsut4xy7zl38g7dwxtlwhzrrkhqhkgcuj,"",248483557,t,Radix Project X,prjct,Radix Project X is the hottest new NFT project on radix! Check us out at https://radixprojectx.com/,88888888888000000000000000000
797,mobile_rr1qwt880htunw6kuvraetmjmh5g9f72zlamv8hk84sh8wqf22sl8,"",249616027,f,Mobile token,mobile,It’s so easy to create a token with the XIDAR Wallet,1000000000000000000000
798,c2cmon_rr1qdngxn84vcl8avk2ghjyjw4s2y0frmnjavgqd84awdgqjqhr28,"",249900398,f,CMON LP token for CaviarSwap V2 pool: C2CMON,c2cmon,CaviarSwap liquidity provider share for the token cmon_rr1qvfpshnlfa8heujaqyxsv2w4ygudaz4acksgew26nqeswa57an in pool: C2CMON,10000000000000000000000000000000000000000
799,c2thc_rr1qwxktmwnrktss0lvgtufz5uqtjup77cytrmdzfkva5mst8kp33,"",249901081,f,THC LP token for CaviarSwap V2 pool: C2THC,c2thc,CaviarSwap liquidity provider share for the token thc_rr1qv4q7c84ushplpn6yanmvwhp2uc8cjw3aw338ug66vwscpygkq in pool: C2THC,10000000000000000000000000000000000000000
800,c2xrd13_rr1q0eehlg08mxnerdp0574uf7hp9fdx06ug5c098kcykfq4j7j2p,"",249901497,f,XRD LP token for CaviarSwap V2 pool: C2XRD13,c2xrd13,CaviarSwap liquidity provider share for the token xrd_rr1qy5wfsfh in pool: C2XRD13,10000000000000000000000000000000000000000
801,bud_rr1qde7wedmav89x7xvs5jakdth9xxtnh7endp57kjqmh7sfk9zjr,"",249951492,t,my best BUDs,bud,This project was inspired into fruition by some friendly buds of the $THC Secret Society ,420000000000000000000
802,ant_rr1qdzu5f0xgzmv6hh644lmpw6az7xtg96kl4mhslts0kzqwqft9q,"",250038678,t,Babylon Ant,ant,Babylon ant is here. ,20999994000000000000000000
803,cassie_rr1qw3ws4wh9s2qkz08fmwh9qxdatjaazla6dhsc77nr8nqrgpsm7,"",253511287,t,Cassie,cassie,Fun token to show my appreciation to all those who helped with Cassandra,2048000000000000000000
804,c2cassie_rr1qd33ednp0gsz049w374resl8l2gypn7vx9gg326rtqssr2f68d,"",253527877,f,CASSIE LP token for CaviarSwap V2 pool: C2CASSIE,c2cassie,CaviarSwap liquidity provider share for the token cassie_rr1qw3ws4wh9s2qkz08fmwh9qxdatjaazla6dhsc77nr8nqrgpsm7 in pool: C2CASSIE,10000000000000000000000000000000000000000
805,c2xrd14_rr1qvpy3w0skfj83z9dwxkarxgtmajj39scecpt6w7helas74l3r4,"",253528236,f,XRD LP token for CaviarSwap V2 pool: C2XRD14,c2xrd14,CaviarSwap liquidity provider share for the token xrd_rr1qy5wfsfh in pool: C2XRD14,10000000000000000000000000000000000000000
806,oci46v0_rr1q0crewu4m3j6phd3z8llz30hxmfvphr6352hpfjwatysgad3qu,"",253534572,f,Ociswap LP 46 CASSIE/XRD V0,oci46v0,Ociswap liquidity provider share for pool CASSIE/XRD,621371638221437178434
807,xrdinu_rr1qvm63m303nxj6y0eh6j4v7fwasekg6x5nneemx6uwqqsla6s79,"",254776171,t,RADIX INU,xrdinu,The first memecoin in the Radix ecosystem,1000000000000000000000000000
808,2fa_rr1q0fa33rzpftwa88ks7z3chj60knfkfamh4dmgccnz8vqq502qq,"",255431143,f,XRD.domains 2FA Token,2fa,2FA token for the XRD.domains management panel.,1000000000000000000000000000
809,goat_rr1qwqg8wxf32jkjh2l8r68l66pxrquprfrych8zjy3kmtsga9cnl,"",255488859,t,Goats of Kazakhstan ,goat,2000 Kazakhstani goats to be exchanged for Tenge ,2000000000000000000000
810,bluefin_rr1qwq9k4k9vm6ukqjygtjr29xkj444s4rurczzvvs0rnuqe3z8t9,"",255971962,f,🐟,bluefin,The bluefin is one of the largest fish in the world,1000005
811,akami_rr1qwv8ejkzj9gtjq9k3qf5mwxhxzxsf0gtxulnmpxwtezq6r26fk,"",255971974,f,🍣,akami,"The lean, reddish flesh from along the spine of the tuna that is used especially for sushi and sashimi.",
812,bocho_rr1qwsz7av8kqm98vcmjschwt7gya94m497q85h2t4n8ensxtapmp,"",255972089,f,🔪,bocho,"An extremely long, highly specialized Japanese knife that is commonly used to fillet $MAGURO, as well as many other types of large ocean fish.",821300000000000000000
813,spear_rr1q0z58fr7306u9gz2ekh0r3kmdr2y9nc20azpyjwzkg9smh3mzy,"",255973078,f,🔱,spear,Used to hunt $BLUEFIN,821300000000000000000
814,otoro_rr1qw0gjjndrpxsse8ght25xdlx0j00dq9drhkehu9je3dqz5yp57,"",255975576,f,🍣🍣🍣,otoro,"The fattiest portion of the tuna, found on the very underside of the fish’s belly. This cut is fatty almost to the point of falling apart and can literally melt in your mouth, a delicious and practically unique experience.",
815,chutoro_rr1qw4l94fu0nhuwghm2upze7v0gpqd3xd6mctx6l4mgqrqnlrmcn,"",255975719,f,🍣🍣,chutoro,The belly area of the tuna along the side of the fish between the akami and the otoro. It is often preferred because it is fatty but not as fatty as otoro.,
816,bambu_rr1q0jht357hzepyvcq7sm5fxqw29f22yzsehrv5lfzafasylpa2z,"",257404216,t,Bamboo,bambu,A token from the mysterious Panda Bamboo forest.  /ThePandaKnows,7777000000000000000000
817,fdn_rr1qw4f8ylqm6auq2xfnwtxdwt0rpuh96w8d4fnfy0uw65qfnrr5a,"",258077936,t,Fidenaro,fdn,"Take advantage of others trading strategies with Social Trading. Trade, share and earn.",100000000000000000000000000
818,rboy_rr1qv3w83m8ane5pd530tpkqzu5q42s8mcsfqanza5wv0pq4956u8,"",258205395,t,RadBoy,rboy,Fun token criado pela Fundamento Cripto com intuito de ajudar a divulgar o projeto Radix no Brasil.,1000000000000000000000000
826,gofl_rr1qv3w30wtwt50249rclpqwpnqc7k9ypjpzh4qdhpfdtdqgnpuyp,"",258337071,t,Gofl,gofl,Game of Life - A tribute to John Conway,2362000000000000000000
827,uvkg_rr1qd2htauhfj0zchea2dwv57hv838zvjvse9899g72k7jshlfkd2,"",258872207,t,Undying Vikings,uvkg,"The official NFT collection of Vikingland Radix NFT Marketplace.

Unique 5555 Vikings generated with special Nordic Gods in the Legends pool.

Each Viking brings some special loot.

https://www.vikingland.io/",5555000000000000000000
828,air_rr1qdl4qkul5fd3tr7f5eng584r5u9wzf0ew6lrdlyfvzwqk7mwx2,"",260758148,t,AIR,air,"But how do you expect me To live alone with just me? 'Cause my world revolves around you It's so hard for me to breathe, Tell me how I'm supposed to breathe with no air Can't live, can't breathe with ",1000000000000000000
829,aurea_rr1qw052ks98e99fewn5yu0qrl289rzhlc7x5vee98glpes7qxqgq,"",260937733,t,AUREA GOLD,aurea,AUREA.GOLD enables users to buy innovative technologies and products from selected companies,10000000000000000000000000000
830,projectx_rr1qdest2s8zqzmdzxuqme550wvypchy2v3ah5knmqjp28s4n7fzp,"",261151563,t,Project X,projectx,"Token for the Project X collection of 8,888 NFTs on the Radix DLT.",8888000000000000000000
831,genav_rr1qd87gk3xuxaxtazc9zjn6aaf3aa6vruvykwghgsmgzeqmapkuy,"",261850035,t,Genesis Avatars,genav,"Genesis Avatars are the first 10,000 playable avatar NFTs living on the Radix Ledger and are the very first inhabitants of Parabox's Genesis Plaza.",10000000000000000000000
832,genava_rr1qwtjhwca3f0g4fu4zfwpaa9rnv34l0pmk0mezd5wvjdsweknhg,"",262290806,t,Genesis Avatars,genava,"Genesis Avatars are the first 10,000 playable avatar NFTs living on the Radix Ledger and will be the very first inhabitants of Parabox's virtual world!",10000000000000000000000
833,fluff_rr1q0w9afjgd8jexa4kt62amav6hypfg88p2d0rcv3a2fuqt0nr8y,"",262439968,t,Bumfluff,fluff,A limited supply meme token inspired by bumfluff to onboard 300 Trillion users.,50000000000000000000
